"id"	"title"
"B60L"	"PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES ; SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES ; ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL ; MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES; MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES"
"B60M"	"POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES "
"B60N"	"SEATS SPECIALLY ADAPTED FOR VEHICLES; VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR"
"B60P"	"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS "
"B60Q"	"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL"
"B60R"	"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR"
"B60S"	"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR"
"B60T"	"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES"
"B60V"	"AIR-CUSHION VEHICLES"
"B60W"	"CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION; CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES; ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT"
"B60Y"	"INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY"
"B61B"	"RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR "
"B61C"	"LOCOMOTIVES; MOTOR RAILCARS "
"B61D"	"BODY DETAILS OR KINDS OF RAILWAY VEHICLES "
"B61F"	"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLES; RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH; PREVENTING DERAILING OF RAIL VEHICLES; WHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES "
"B61G"	"COUPLINGS; DRAUGHT AND BUFFING APPLIANCES "
"B61H"	"BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES; ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES "
"B61J"	"SHIFTING OR SHUNTING OF RAIL VEHICLES "
"B61K"	"AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FOR "
"B61L"	"GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC "
"B62B"	"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES "
"B62C"	"VEHICLES DRAWN BY ANIMALS"
"B62D"	"MOTOR VEHICLES; TRAILERS "
"B62H"	"CYCLE STANDS; SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES; APPLIANCES PREVENTING OR INDICATING UNAUTHORIZED USE OR THEFT OF CYCLES; LOCKS INTEGRAL WITH CYCLES; DEVICES FOR LEARNING TO RIDE CYCLES"
"B62J"	"CYCLE SADDLES OR SEATS; AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS"
"B62K"	"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDE-CARS, FORECARS, OR THE LIKE"
"B62L"	"BRAKES SPECIALLY ADAPTED FOR CYCLES "
"B62M"	"RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR ; SINGLE-TRACK;  CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES "
"B63B"	"SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING  "
"B63C"	"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS "
"B63G"	"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS "
"B63H"	"MARINE PROPULSION OR STEERING "
"B63J"	"AUXILIARIES ON VESSELS"
"B64B"	"LIGHTER-THAN AIR AIRCRAFT"
"B64C"	"AEROPLANES; HELICOPTERS "
"B64D"	"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT"
"B64F"	"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR; HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR"
"B64G"	"COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR "
"B65B"	"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING "
"B65C"	"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES "
"B65D"	"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES"
"B65F"	"GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE "
"B65G"	"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING, SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS "
"B65H"	"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES"
"B66B"	"ELEVATORS; ESCALATORS OR MOVING WALKWAYS "
"B66C"	"CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES "
"B66D"	"CAPSTANS; WINCHES; TACKLES, e.g. PULLEY BLOCKS; HOISTS "
"B66F"	"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD "
"B67B"	"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS "
"B67C"	"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS"
"B67D"	"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR "
"B68B"	"HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE"
"B68C"	"SADDLES; STIRRUPS"
"B68F"	"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE"
"B68G"	"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR"
"B81B"	"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES "
"B81C"	"PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS "
"B82B"	"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF"
"B82Y"	"SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE OR TREATMENT OF NANOSTRUCTURES"
"B99Z"	"SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION"
"C01B"	"NON-METALLIC ELEMENTS; COMPOUNDS THEREOF; ; METALLOIDS OR COMPOUNDS THEREOF NOT COVERED BY SUBCLASS C01C"
"C01C"	"AMMONIA; CYANOGEN; COMPOUNDS THEREOF "
"C01D"	"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM "
"C01F"	"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS "
"C01G"	"COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F "
"C01P"	"INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS"
"C02F"	"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE "
"C03B"	"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES"
"C03C"	"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS"
"C04B"	"LIME, MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE ; CERAMICS ; REFRACTORIES; TREATMENT OF NATURAL STONE"
"C05B"	"PHOSPHATIC FERTILISERS"
"C05C"	"NITROGENOUS FERTILISERS"
"C05D"	"INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C; FERTILISERS PRODUCING CARBON DIOXIDE"
"C05F"	"ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C, e.g. FERTILISERS FROM WASTE OR REFUSE "
"C05G"	"MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH MATERIALS NOT HAVING A SPECIFIC FERTILISING ACTIVITY, e.g. PESTICIDES, SOIL-CONDITIONERS, WETTING AGENTS ; FERTILISERS CHARACTERISED BY THEIR FORM"
"C06B"	"EXPLOSIVES OR THERMIC COMPOSITIONS ; MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES "
"C06C"	"DETONATING OR PRIMING DEVICES; FUSES ; CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS"
"C06D"	"MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART) "
"C06F"	"MATCHES; MANUFACTURE OF MATCHES"
"C07B"	"GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR "
"C07C"	"ACYCLIC OR CARBOCYCLIC COMPOUNDS"
"C07D"	"HETEROCYCLIC COMPOUNDS"
"C07F"	"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM "
"C07G"	"COMPOUNDS OF UNKNOWN CONSTITUTION"
"C07H"	"SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS "
"C07J"	"STEROIDS "
"C07K"	"PEPTIDES "
"C08B"	"POLYSACCHARIDES; DERIVATIVES THEREOF "
"C08C"	"TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS"
"C08F"	"MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS"
"C08G"	"MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS"
"C08H"	"DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS "
"C08J"	"WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B, C08C, C08F, C08G or C08H "
"C08K"	"Use of inorganic or non-macromolecular organic substances as compounding ingredients "
"C08L"	"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS "
"C09B"	"ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES ; , e.g. PIGMENTS; MORDANTS; LAKES "
"C09C"	"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES ; PREPARATION OF CARBON BLACK; ; PREPARATION OF INORGANIC MATERIALS WHICH ARE NO SINGLE CHEMICAL COMPOUNDS AND WHICH ARE MAINLY USED AS PIGMENTS OR FILLERS"
"C09D"	"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR "
"C09F"	"NATURAL RESINS; FRENCH POLISH; DRYING-OILS; DRIERS (SICCATIVES); TURPENTINE"
"C09G"	"POLISHING COMPOSITIONS ; SKI WAXES"
"C09H"	"PREPARATION OF GLUE OR GELATINE"
"C09J"	"ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES "
"C09K"	"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE"
"C10B"	"DESTRUCTIVE DISTILLATION OF CARBONAGEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS "
"C10C"	"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR; PYROLIGNEOUS ACID "
"C10F"	"DRYING OR WORKING-UP OF PEAT"
"C10G"	"CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION ; RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASES; REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS; REFORMING OF NAPHTHA; MINERAL WAXES "
"C10H"	"PRODUCTION OF ACETYLENE BY WET METHODS "
"C10J"	"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES ; CARBURETTING AIR OR OTHER GASES"
"C10K"	"PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE"
"C10L"	"FUELS NOT OTHERWISE PROVIDED FOR ; NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G, C10K; LIQUEFIED PETROLEUM GAS; ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL; FIRELIGHTERS"
"C10M"	"LUBRICATING COMPOSITIONS ; USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION "
"C10N"	"INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M RELATING TO LUBRICATING COMPOSITIONS"
"C11B"	"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES "
"C11C"	"FATTY ACIDS FROM FATS, OILS OR WAXES; CANDLES; FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM"
"C11D"	"DETERGENT COMPOSITIONS ; USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL"
"C12C"	"BEER; PREPARATION OF BEER BY FERMENTATION ; PREPARATION OF MALT FOR MAKING BEER; PREPARATION OF HOPS FOR MAKING BEER"
"C12F"	"RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS ; DENATURED ALCOHOL; PREPARATION THEREOF"
"C12G"	"WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES ; PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES C12C OR C12H"
"C12H"	"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES "
"C12J"	"VINEGAR; PREPARATION OR PURIFICATION THEREOF"
"C12L"	"PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS "
"C12M"	"APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY; APPARATUS FOR CULTURING MICROORGANISMS FOR PRODUCING BIOMASS, FOR GROWING CELLS OR FOR OBTAINING FERMENTATION OR METABOLIC PRODUCTS, i.e. BIOREACTORS OR FERMENTERS"
"C12N"	"MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA "
"C12P"	"FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE "
"C12Q"	"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS ; COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES"
"C12R"	"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C - C12Q, RELATING TO MICROORGANISMS"
"C12Y"	"ENZYMES"
"C13B"	"PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR "
"C13K"	"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES "
"C14B"	"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES "
"C14C"	"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING "
"C21B"	"MANUFACTURE OF IRON OR STEEL "
"C21C"	"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS "
"C21D"	"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING "
"C22B"	"PRODUCTION AND REFINING OF METALS ; PRETREATMENT OF RAW MATERIALS"
"C22C"	"ALLOYS "
"C22F"	"CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS "
"C23C"	"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL "
"C23D"	"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS "
"C23F"	"NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE ; INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL; MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D OR C22F OR CLASS C25"
"C23G"	"CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS "
"C25B"	"ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS; APPARATUS THEREFOR "
"C25C"	"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS; APPARATUS THEREFOR"
"C25D"	"PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS; ELECTROFORMING; APPARATUS THEREFOR"
"C25F"	"PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS; APPARATUS THEREFOR"
"C30B"	"SINGLE-CRYSTAL-GROWTH ; UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL; REFINING BY ZONE-MELTING OF MATERIAL ; PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ; SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE; AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ; APPARATUS THEREFOR"
"C40B"	"COMBINATORIAL CHEMISTRY; LIBRARIES, e.g. CHEMICAL LIBRARIES "
"C99Z"	"SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION"
"D01B"	"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING "
"D01C"	"CHEMICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING; CARBONISING RAGS TO RECOVER ANIMAL FIBRES"
"D01D"	"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS"
"D01F"	"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS; APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS"
"D01G"	"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING "
"D01H"	"SPINNING OR TWISTING "
"D02G"	"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS; YARNS OR THREADS"
"D02H"	"WARPING, BEAMING OR LEASING"
"D02J"	"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE "
"D03C"	"SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS"
"D03D"	"WOVEN FABRICS; METHODS OF WEAVING; LOOMS"
"D03J"	"AUXILIARY WEAVING APPARATUS; WEAVERS' TOOLS; SHUTTLES"
"D04B"	"KNITTING"
"D04C"	"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE "
"D04D"	"TRIMMINGS; RIBBONS, TAPES OR BANDS, NOT OTHERWISE PROVIDED FOR "
"D04G"	"MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL; MAKING KNOTTED CARPETS OR TAPESTRIES; KNOTTING NOT OTHERWISE PROVIDED FOR "
"D04H"	"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL ; FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICS; COTTON-WOOL; WADDING ; ; NON-WOVEN FABRICS FROM STAPLE FIBRES, FILAMENTS OR YARNS, BONDED WITH AT LEAST ONE WEB-LIKE MATERIAL DURING THEIR CONSOLIDATION"
"D05B"	"SEWING "
"D05C"	"EMBROIDERING; TUFTING "
"D05D"	"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING"
"D06B"	"TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURS "
"D06C"	"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS"
"D06F"	"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES"
"D06G"	"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS; TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES"
"D06H"	"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS "
"D06J"	"PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL "
"D06L"	"DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS; BLEACHING LEATHER OR FURS"
"D06M"	"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS D06, OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS"
"D06N"	"WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR"
